idn,akz,bbg,standort,signatur_g,signatur_a,titel,stuecktitel,f4243,f4256,f4241,f4105_9,f4105_g,ausleihcode,sig_komm,f4801_a,f4801_k,einrichtung,exemplar
1066969957,L-1476-315500298,Aa,DBSM/M/Bö,Bö Ink 247 - Fragm.,Bö Ink 247 - Fragm.,Summa confessorum : , : ,,,,,,,,,,1,02
1066969973,L-1492-31550031X,Aaf,DBSM/M/Boe,Bö Ink 3,Bö Ink 3,Poeniteas cito : , : ,,,,,,,,,,1,02
1066970009,L-1478-315500344,Aa,DBSM/M/Bö,Bö Ink 5,Bö Ink 5,Sphaera mundi : , : ,,,,,,,,,,1,02
1066970211,L-1483-315500549,Aa,DBSM/M/Bö,Bö Ink 169 - Fragm.,Bö Ink 169 - Fragm.,Catholicon : , : ,,,,,,,,,,1,02
106697022X,L-1486-315500557,Aa,DBSM/M/Bö,Bö Ink 198 - Fragm.,Bö Ink 198 - Fragm.,Catholicon : , : ,,,,,,,,,,1,02
1066970270,L-1479-315500611,Aaf,DBSM/M/Boe,Bö Ink 160 - Fragm.,Bö Ink 160 - Fragm.,Mammotrectus super Bibliam : , : ,,,,,,,,,,1,02
1066970289,L-1489-315500638,Aaf,DBSM/M/Boe,Bö Ink 121 - Fragm.,Bö Ink 121 - Fragm.,Mammotrectus super Bibliam : , : ,,,,,,,,,,1,03
1066970300,L-1494-315500646,Aaf,DBSM/M/Boe,Bö Ink 162 - Fragm.,Bö Ink 162 - Fragm.,Mammotrectus super Bibliam : , : ,,,,,,,,,,1,01
1066970327,L-1491-315500662,Aaf,DBSM/M/Boe,Bö Ink 21,Bö Ink 21,Quaestiones super libros Ethicorum Aristotelis : cum textu, : ,,,,,,,,,,1,02
1066970432,L-1499-315500786,Aa,DBSM/M/Bö,Bö Ink 232 - Fragm.,Bö Ink 232 - Fragm.,Die @Cronica van der hilliger stat van Coellen : , : ,,,,,,,,,,1,02
1066970432,L-1499-315500794,Aa,DBSM/M/Bö,Bö Ink 92,Bö Ink 92,Die @Cronica van der hilliger stat van Coellen : , : ,,,,,,,,,,1,03
1066970483,L-1494-315500840,Aaf,DBSM/M/Boe,Bö Ink 115 - Fragm.,Bö Ink 115 - Fragm.,Copulata veteris artis Aristotelis : , : ,,,,,,,,,,1,02
1066970521,L-1497-315500883,Aaf,DBSM/M/Bö,Bö Ink 185 - Fragm.,Bö Ink 185 - Fragm.,"Sermones de sanctis, Biga salutis intitulati : ", : ,,,,,,,,,,1,02
106697053X,L-1498-315500891,Aa,DBSM/M/Bö,Bö Ink 186 - Fragm.,Bö Ink 186 - Fragm.,"Sermones dominicales, Biga salutis intitulati. : ", : ,,,,,,,,,,1,02
1066970556,L-1476-315500913,Aaf,DBSM/M/Boe,Bö Ink 66,Bö Ink 66,Sophologium : , : ,,,,,,,,,,1,02
1066970564,L-1476-315500921,Aaf,DBSM/M/Boe,Bö Ink 43 - Fragm.,Bö Ink 43 - Fragm.,Lehre und Unterweisung wie ein junger Mensch sich in Ehrbarkeit und guten Sitten erhalten soll : , : ,,,,,,,,,,1,02
1066970580,L-1471-315500948,Aaf,DBSM/M/Boe,Bö Ink 30,Bö Ink 30,Quadragesimale aureum : , : ,,,,,,,,,,1,02
1066970629,L-1484-315500980,Aaf,DBSM/M/Boe,Bö Ink 132,Bö Ink 132,Libri venales Venetiis impressi : [Bücheranzeige (Buchführeranzeige)], : ,,,,,,,,,,1,02
1066970793,L-1475-315501154,Aaf,DBSM/M/Boe,Bö Ink 248 - Fragm.,Bö Ink 248 - Fragm.,Margarita Davitica seu Expositio psalmorum : , : ,,,,,,,,,,1,02
1066970815,L-1499-315501170,Aaf,DBSM/M/Boe,Bö Ink 8,Bö Ink 8,"Oratio continens dictiones, clausulas et elegantias oratorias : ", : ,,,,,,,,,,1,02
106697084X,L-1485-315501200,Aa,DBSM/M/Bö,Bö Ink 165 - Fragm.,Bö Ink 165 - Fragm.,Sermones de tempore et de sanctis sive Hortulus reginae : , : ,,,,,,,,,,1,02
1066970858,L-1487-315501219,Aa,DBSM/M/Bö,Bö Ink 217 - Fragm.,Bö Ink 217 - Fragm.,Sermones de tempore et de sanctis sive Hortulus reginae : , : ,,,,,,,,Autopsie 10.7.2018,,1,02
1066970904,L-1499-31550126X,Aaf,DBSM/M/Boe,Bö Ink 10,Bö Ink 10,Revelationes divinae a sanctis angelis factae : , : ,,,,,,,,,,1,02
1066970998,L-1484-315501359,Aa,DBSM/M/Bö,Bö Ink 67,Bö Ink 67,Modus legendi abbreviaturas [u.a.] : , : ,,,,,,,,,,1,02
1066971021,L-1498-315501383,Aaf,DBSM/M/Boe,Bö Ink 250,Bö Ink 250,Logica : , : ,,,,,,,,,,1,02
1066971048,L-1478-315501405,Aaf,DBSM/M/Boe,Bö Ink 106 - Fragm.,Bö Ink 106 - Fragm.,Supplementum Summae Pisanellae et Canones poenitentiales fratris Astensis : , : ,,,,,,,,,,1,02
1066971056,L-1488-315501413,Aaf,DBSM/M/Boe,Bö Ink 69,Bö Ink 69,Supplementum Summae Pisanellae et Canones poenitentiales fratris Astensis : , : ,,,,,,,,,,1,02
1066971161,L-1492-315501545,Aaf,DBSM/M/Boe,Bö Ink 166 - Fragm.,Bö Ink 166 - Fragm.,Repertorium in postillam Nicolai de Lyra super vetus et novum testamentum : , : ,,,,,,,,,,1,03
1066971188,L-1486-315501553,Aaf,DBSM/M/Boe,Bö Ink 19,Bö Ink 19,De sacramentis : , : ,,,,,,,,,,1,02
106697120X,L-1485-31550157X,Aaf,DBSM/M/Boe,Bö Ink 102 - Fragm.,Bö Ink 102 - Fragm.,Lectura super V libris Decretalium : , : ,,,,,,,,,,1,02
1066971218,L-1475-315501588,Aaf,DBSM/DA,(04.03.03.01.0834),Bö Ink 227 - Fragm.,Supplementum Summae Pisanellae ... : , : ,,,,,,a,,,,1,02
1066971234,L-1472-31550160X,Aaf,DBSM/M/Boe,Bö Ink 89,Bö Ink 89,Praeceptorium divinae legis sive Expositio decalogi : , : ,,,,,,,,,,1,02
1066971269,L-1480-315501634,Aa,DBSM/M/Bö,Bö Ink 101 - Fragm.,Bö Ink 101 - Fragm.,Sermones de tempore et de sanctis cum quadragesimali : , : ,,,,,,,,,,1,02
1066971277,L-1472-315501642,Aaf,DBSM/M/Boe,Bö Ink 70,Bö Ink 70,Die @vierundzwanzig goldenen Harfen : , : ,,,,,,,,,,1,02
1066971331,L-1496-315501707,Aaf,DBSM/M/Boe,Bö Ink 47,Bö Ink 47,Heroides : , : ,,,,,,,,,,1,02
1066971366,L-1478-315501731,Aaf,DBSM/DA,(04.03.03.01.0833),Bö Ink 178 - Fragm.,Scrutinium scripturarum : , : ,,,,,,a,,,,1,02
1066971382,L-1470-315501758,Aaf,DBSM/M/Boe,Bö Ink 45,Bö Ink 45,Bulla 19. 4. 1470 Ineffabilis providentia de publicatione anni Jubilaei : , : ,,,,,,,,"hs. Vermerk: Veldener in Cölln (=Druckervermerk, falsch)",,1,02
1066971498,L-1487-31550188X,Aa,DBSM/M/Bö,Bö Ink 52,Bö Ink 52,Sermones thesauri novi de tempore : , : ,,,,,,,,,,1,01
1066971498,L-1487-315501871,Aa,DBSM/M/Bö,Bö Ink 53,Bö Ink 53,Sermones thesauri novi de tempore : , : ,,,,,,,,,,1,02
106697151X,L-1489-315501898,Aaf,DBSM/M/Boe,Bö Ink 146 - Fragm.,Bö Ink 146 - Fragm.,Sermones thesauri novi de tempore : , : ,,,,,,,,,,1,01
1066971528,L-1478-315501901,Aaf,DBSM/M/Boe,Bö Ink 228 - Fragm.,Bö Ink 228 - Fragm.,Glossa magistralis Psalterii : , : ,,,,,,,,,,1,02
1066971579,L-1491-315501952,Aa,DBSM/M/Bö,Bö Ink 113 - Fragm.,Bö Ink 113 - Fragm.,Sententiarum libri IV : , : ,,,,,,,,,,1,02
1066971595,L-1491-315501960,Aaf,DBSM/M/Boe,Bö Ink 68,Bö Ink 68,Orationes cum quibusdam aliis eiusdem operibus : , : ,,,,,,,,,,1,02
1066971609,L-1486-315501979,Aaf,DBSM/M/Boe,Bö Ink 103 - Fragm.,Bö Ink 103 - Fragm.,Epistolae familiares : , : ,,,,,,,,,,1,02
1066971617,L-1496-315501987,Aa,DBSM/M/Bö,Bö Ink 129 - Fragm.,Bö Ink 129 - Fragm.,Epistolae familiares : , : ,,,,,,,,,,1,02
1066971641,L-1481-315502029,Aaf,DBSM/M/Boe,Bö Ink 59,Bö Ink 59,Historia naturalis : , : ,,,,,,,,,,1,02
1066971692,L-1478-315502088,Aaf,DBSM/M/Boe,Bö Ink 61,Bö Ink 61,Vitae illustrium virorum : , : ,,,,,,,,,,1,02
1066971714,L-1498-31550210X,Aaf,DBSM/M/Boe,Bö Ink 33,Bö Ink 33,Opera : , : ,,,,,,,,,,1,02
1066971757,L-1500-315502134,Aaf,DBSM/M/Boe,Bö Ink 78,Bö Ink 78,Opera : , : ,,,,,,,,,,1,02
106697179X,L-1494-315502185,Aaf,DBSM/M/Boe,Bö Ink 202 - Fragm.,Bö Ink 202 - Fragm.,"Psalterium, lat. und dt. : ", : ,,,,,,,,,,1,02
1066971803,L-1499-315502193,Aa,DBSM/M/Bö,Bö Ink 201 - Fragm.,Bö Ink 201 - Fragm.,"Psalterium, lat. und. dt. : ", : ,,,,,,,,,,1,02
106697182X,L-1486-315502223,Aaf,DBSM/M/Boe,Bö Ink 206 - Fragm.,Bö Ink 206 - Fragm.,Cosmographia : , : ,,,,,,,,,,1,02
1066971838,L-1490-315502231,Aa,DBSM/M/Bö,Bö Ink 111 - Fragm.,Bö Ink 111 - Fragm.,Cosmographia : , : ,,,,,,,,,,1,02
1066971927,L-1490-315502320,Aaf,DBSM/M/Boe,Bö Ink 9,Bö Ink 9,Tabulae directionum et profectionum : , : ,,,,,,,,,,1,02
1066971943,L-1474-315502347,Aaf,DBSM/M/Boe,Bö Ink 249 - Fragm.,Bö Ink 249 - Fragm.,Pantheologia sive Summa universae theologiae : , : ,,,,,,m,,,,1,02
1066971978,L-1493-315502398,Aaf,DBSM/M/Boe,Bö Ink 181 - Fragm.,Bö Ink 181 - Fragm.,De laudibus Mariae : , : ,,,,,,,,,,1,03
1066972001,L-1494-31550241X,Aaf,DBSM/M/Boe,Bö Ink 124 - Fragm.,Bö Ink 124 - Fragm.,Super sapientiam Salomonis : , : ,,,,,,,,,,1,02
1066972036,L-1474-315502452,Aaf,DBSM/M/Boe,Bö Ink 234 - Fragm.,Bö Ink 234 - Fragm.,Fasciculus temporum : , : ,,,,,,,,,,1,02
1066972141,L-1493-31550255X,Aa,DBSM/DA,(04.03.05.0823),Bö Ink 54,Das @Buch der Croniken und Geschichten : , : ,,,,,,a,,,,1,02
106697215X,L-1488-315502576,Aaf,DBSM/M/Boe,Bö Ink 116 - Fragm.,Bö Ink 116 - Fragm.,Epistolae breves : , : ,,,,,,,,,,1,02
1066972176,L-1498-315502592,Aaf,DBSM/M/Boe,Bö Ink 210 - Fragm.,Bö Ink 210 - Fragm.,Lucubratiunculae : , : ,,,,,,,,,,1,02
1066972192,L-1490-315502614,Aa,DBSM/M/Bö,Bö Ink 149 - Fragm.,Bö Ink 149 - Fragm.,Sermones Parati de tempore et de sanctis : , : ,,,,,,,,,,1,02
1066972273,L-1484-31550269X,Aaf,DBSM/M/Boe,Bö Ink 51,Bö Ink 51,Himmelstrasse : , : ,,,,,,,,,,1,02
106697229X,L-1499-31550272X,Aaf,DBSM/M/Boe,Bö Ink 41,Bö Ink 41,Almanach nova in annos 1499-1531 : , : ,,,,,,,,,,1,02
1066972303,L-1499-315502746,Aaf,DBSM/M/Boe,Bö Ink 17 - 1,Bö Ink 17 - 1,Suda : , : ,,,,,,,,,,1,02
1066972303,L-1499-315502754,Aaf,DBSM/M/Boe,Bö Ink 17 - 2,Bö Ink 17 - 2,Suda : , : ,,,,,,,,,,1,03
106697232X,L-1487-315502762,Aaf,DBSM/M/Boe,Bö Ink 20 (angebunden an Bö Ink 19),Bö Ink 20,Summa rudium : , : ,,,,,,,,,k,1,02
1066972397,L-1499-315502819,Aaf,DBSM/M/Boe,Bö Ink 80,Bö Ink 80,Hortulus rosarum de valle lacrimarum : , : ,,,,,,,,,,1,02
1066972419,L-1487-315502835,Aa,DBSM/M/Bö,Bö Ink 97 - Fragm.,Bö Ink 97 - Fragm.,Imitatio Christi : , : ,,,,,,,,"nur vorh.: Bl. I, XXV-XXII, CLXXXII, rubriziert",,1,02
1066972427,L-1488-315502843,Aa,DBSM/M/Bö,Bö Ink 187 - Fragm.,Bö Ink 187 - Fragm.,Imitatio Christi : , : ,,,,,,,,,,1,02
1066972605,L-1485-315503033,Aaf,DBSM/M/Boe,Bö Ink 107 - Fragm.,Bö Ink 107 - Fragm.,Summa theologiae : P. 1-3, : ,,,,,,,,,,1,02
1066972605,L-1485-315503025,Aaf,DBSM/M/Boe,Bö Ink 156 - Fragm.,Bö Ink 156 - Fragm.,Summa theologiae : P. 1-3, : ,,,,,,,,,,1,03
1066972648,L-1479-315503068,Aa,DBSM/M/Bö,Bö Ink 189 - Fragm.,Bö Ink 189 - Fragm.,"Summa theologiae, P. 2,2 : ", : ,,,,,,,,,,1,02
1066972664,L-1486-315503092,Aaf,DBSM/M/Boe,Bö Ink 152 - Fragm.,Bö Ink 152 - Fragm.,Summa theologiae : P. 3, : ,,,,,,,,,,1,03
1066972699,L-1483-315503106,Aa,DBSM/M/Bö,Bö Ink 144 - Fragm.,Bö Ink 144 - Fragm.,"Summa theologica. P. 2,1 : ", : ,,,,,,,,,,1,02
1066972737,L-1481-315503149,Aaf,DBSM/M/Boe,Bö Ink 49,Bö Ink 49,Super quarto libro Sententiarum : , : ,,,,,,,,"weitere hs. Vermerke, aber vermutl keine Eignervermerke, sondern ""nachgenutztes"" Papier",,1,02
1066972745,L-1490-315503157,Aaf,DBSM/M/Boe,Bö Ink 74,Bö Ink 74,Scripta super quattuor libros Sententiarum : , : ,,,,,,,,,,1,02
1066972796,L-1480-31550319X,Aaf,DBSM/M/Boe,Bö Ink 40,Bö Ink 40,Tractatus brevis et utilis de statu canonissarum seu mulierum quae vulgariter appellantur canonicae : , : ,,,,,,,,,,1,02
1066973067,L-1476-315503459,Aaf,DBSM/M/Boe,Bö Ink 18,Bö Ink 18,Speculum morale : , : ,,,,,,,,,,1,02
1066973067,L-1476-315503432,Aaf,DBSM/M/Boe,Bö Ink 193 - Fragm.,Bö Ink 193 - Fragm.,Speculum morale : , : ,,,,,,,,Autopsie 11.7.2018,,1,04
1066973253,L-1501-315503645,Aaf,DBSM/M/Boe,Bö Ink 34,Bö Ink 34,Opera : , : ,,,,,,,,,,1,02
1066973296,L-1472-31550367X,Aa,DBSM/M/Bö,Bö Ink 199 - Fragm.,Bö Ink 199 - Fragm.,De salute corporis : , : ,,,,,,,,,,1,02
1066973326,L-1494-315503696,Aaf,DBSM/M/Boe,Bö Ink 29,Bö Ink 29,"Aphorismi, sive Sententiae : ", : ,,,,,,,,,,1,02
1066973334,L-1474-31550370X,Aa,DBSM/M/Bö,Bö Ink 73,Bö Ink 73,"Liber de contemptu mundi, sive De miseria humanae conditionis : ", : ,,,,,,,,,,1,02
1070954241,L-1476-324039794,Aa,DBSM/M/Bö,Bö Ink 43 (angebunden),Bö Ink 43 (angebunden),"Historia Apollonii regis Tyri, dt. : ", : ,,,,,,,,,,1,02
1072051486,L-1489-327160357,Aa,DBSM/M/Bö,Bö Ink 84,Bö Ink 84,Cursus hinc inde collecti : , : ,,,,,,,,,,1,03
1072233045,L-1495-327139064,Aa,DBSM/M/Bö,Bö Ink 1,Bö Ink 1,Ars minor : , : ,,,,,,,,"unvollst., Bl. 1, 2, 13 und 18 fehlen",,1,02
1072233584,L-1498-32713948X,Aa,DBSM/M/Bö,Bö Ink 4,Bö Ink 4,Hymni. Expositio hymnorum : , : ,,,,,,,,,,1,02
1072233924,L-1491-327139668,Aa,DBSM/M/Bö,Bö Ink 16,Bö Ink 16,Le @songe du vergier : , : ,,,,,,,,,,1,02
1072234246,L-1479-327139870,Aa,DBSM/M/Bö,Bö Ink 32,Bö Ink 32,Summa de vitiis : , : ,,,,,,,,,,1,02
1072234556,L-1500-327140046,Aa,DBSM/M/Bö,Bö Ink 38,Bö Ink 38,Opuscula varia : , : ,,,,,,,,,,1,02
1072234912,L-1486-327140232,Aa,DBSM/M/Bö,Bö Ink 39,Bö Ink 39,Quaestiones de duodecim quodlibet : , : ,,,,,,,,,,1,02
1072239671,L-1472-327144874,Aa,DBSM/M/Bö,Bö Ink 42,Bö Ink 42,Pamphilus de amore : , : ,,,,,,,,,,1,02
107224005X,L-1494-327145145,Aa,DBSM/M/Bö,Bö Ink 48,Bö Ink 48,Ars grammatica [etc.] : , : ,,,,,,,,Blatt 1 fehlt,,1,02
1072240653,L-1495-327145609,Aa,DBSM/M/Bö,Bö Ink 57,Bö Ink 57,Expositio in primum librum Canonis Avicennae cum quaestionibus eiusdem : , : ,,,,,,,,,,1,02
1072241498,L-1494-327146052,Aa,DBSM/M/Bö,Bö Ink 72 - Fragm.,Bö Ink 72 - Fragm.,De situ urbis Venetae : , : ,,,,,,,,,,1,02
1072254964,L-1476-327155469,Aa,DBSM/M/Bö,Bö Ink 77,Bö Ink 77,Commentum in Ciceronis Oratorem : , : ,,,,,,,,,,1,03
1072260050,L-1513-32715960X,Aa,DBSM/M/Bö,Bö Ink 83,Bö Ink 83,Margarita decreti : , : ,,,,,,,,,,1,02
1072261766,L-1483-327160934,Aa,DBSM/M/Bö,Bö Ink 108 - Fragm.,Bö Ink 108 - Fragm.,Psalterium latinum : , : ,,,,,,,,,,1,02
1072262169,L-1493-327161256,Aa,DBSM/M/Bö,Bö Ink 117 - Fragm.,Bö Ink 117 - Fragm.,Missale  Brixiense : , : ,,,,,,,,,,1,02
1072263327,L-1491-327162325,Aa,DBSM/DA,(04.06.02.0988),Bö Ink 134,"Bücheranzeige zu ""Meluzyne"" : ", : ,,,,,,a,,"Fotografien vorhanden: 1999/Fo 413, 1995/Fo 507, 1993/Fo 172, 1992/Fo 659",,1,02
1072264366,L-1478-327163062,Aa,DBSM/M/Bö,Bö Ink 133a,Bö Ink 133a,"Bücheranzeige, lat. : ", : ,,,,,,,,,,1,02
1072264676,L-1496-327163305,Aa,DBSM/M/Bö,Bö Ink 159,Bö Ink 159,De monstroso ansere atque porcellis : , : ,,,,,,,,,,1,02
1072264986,L-1490-327163577,Aa,DBSM/M/Bö,Bö Ink 188 - Fragm.,Bö Ink 188 - Fragm.,Modus veniendi ad amorem b. Mariae virginis : , : ,,,,,,,,,,1,02
107226532X,L-1480-327168676,Aa,DBSM/M/Bö,Bö Ink 191,Bö Ink 191,"Bulla (Salvator noster) [betr. den Ablass zum besten der Kirche der hl. Georg und Maria in Nördlingen], Rom, 9.II.1479/80 : ", : ,,,,,,,,Autopsie 11.7.2018,,1,02
107226580X,L-1480-327172649,Aa,DBSM/M/Bö,Bö Ink 192,Bö Ink 192,"Bulla (Salvator noster) [betr. den Ablass zum besten der Kirche der hl. Georg und Maria in Nördlingen], Rom, 9.II.1479/80 : ", : ,,,,,,,,Autopsie 11.7.2018,,1,02
1072266288,L-1493-327173564,Aa,DBSM/M/Bö,Bö Ink 219 - Fragm.,Bö Ink 219 - Fragm.,Lectura super I.-III. libro Institutionum : , : ,,,,,,,,,,1,02
107226661X,L-1485-327174331,Aa,DBSM/M/Bö,Bö Ink 233 - Fragm.,Bö Ink 233 - Fragm.,Dat @duytsche Passionael : , : ,,,,,,,,,,1,02
1072267047,L-1499-327175362,Aa,DBSM/M/Bö,Bö Ink 239 - Fragm.,Bö Ink 239 - Fragm.,Grammatica : , : ,,,,,,,,,,1,02
1072267322,L-1475-327176628,Aa,DBSM/M/Bö,Bö Ink 246 - Fragm.,Bö Ink 246 - Fragm.,Legenda aurea : , : ,,,,,,,,,,1,02
1072494159,L-1485-315501480,Af,DBSM/M/Bö,Bö Ink 75,Bö Ink 75,Postilla super totam Bibliam,P.3. : Proverbia - Machabaei,,,,,,,,,,1,01
1072494159,L-1485-315501510,Af,DBSM/M/Bö,Bö Ink 216 - Fragm.,Bö Ink 216 - Fragm.,Postilla super totam Bibliam,P.3. : Proverbia - Machabaei,,,,,,,,Autopsie,,1,02
107737318X,L-1492-337264872,Pa,DBSM/M/Bö,Bö Ink 270 - Fragm.,Bö Ink 270 - Fragm.,"Druckersignet von Ulrich Zell : Maria mit Kind auf einer steinernen Bank sitzend, umrahmt von Säulen und gotischem Maßwerk, oben links und rechts Wapp", : ,,,1173831592,,,m,,,,1,02
1079550437,L-1470-379676680,Aal,DBSM/M/Bö,Bö Ink 279 - Fragm.,Bö Ink 279 - Fragm.,Soliloquia. Lib. 1.2. : , : ,,,,,,,,,,1,04
1079551522,L-1470-379676575,Aal,DBSM/M/Bö,Bö Ink 278 - Fragm.,Bö Ink 278 - Fragm.,Errores Iudaeorum ex Talmud extracti. [Daran:] Probationes Novi Testamenti ex Veteri Testamento : , : ,,,,,,,,,,1,03
1085177238,L-1492-31549543X,Afl,DBSM/M/Bö,Bö Ink 204 - Fragm.,Bö Ink 204 - Fragm.,Opera,[Pt. 1] : ,,,,,,,,,,1,02
1085177750,L-1492-315495421,Afl,DBSM/M/Bö,Bö Ink 197 - Fragm.,Bö Ink 197 - Fragm.,Opera,[Pt. 3] : ,,,,,,,,,,1,03
1088451101,L-1490-35325441X,Aa,DBSM/M/Bö,Bö Ink 257 - Fragm.,Bö Ink 257 - Fragm.,Sermones quadragesimales de peccatis etc. : , : ,,,,,,,,,,1,02
1091088985,L-1480-35430609X,Aa,DBSM/M/Bö,Bö Ink 271 - Fragm.,Bö Ink 271 - Fragm.,Decretum : , : ,,,,,,,,,,1,02
1091097410,L-1483-354310992,Aa,DBSM/M/Bö,Bö Ink 272 - Fragm.,Bö Ink 272 - Fragm.,Von dem Psalter unserer lieben Frau : , : ,,,,,,,,,,1,02
1106570480,L-1480-371163129,Aa,DBSM/M/Bö,Bö Ink 273 - Fragm.,Bö Ink 273 - Fragm.,"Vita et Fabulae : Prosabearbeitung des Romulus nebst Vita in der Übers. des Rinucius und Fabeln aus anderen Sammlungen, lat. Mit der deutschen Übers. ", : ,,,,,,,,"nach Abschluss der Bestimmung (15.7.16 Mail an LB Wiesbaden zwecks Vergleich) Meldung an GW ; Bestimmung ergab, dass unser Fragment Blatt 3r/3v des Wiesbadener Exemplars von GW 354 entspricht",,1,01
1108322905,L-1476-373399480,Aa,DBSM/M/Bö,Bö Ink 274 - Fragm.,Bö Ink 274 - Fragm.,De horis canonicis : , : ,,,,,,,,,,1,02
1110919883,L-1472-376651903,Aa,DBSM/M/Bö,Bö Ink 276 - Fragm.,Bö Ink 276 - Fragm.,Lehre und Unterweisung wie ein junger Mensch sich in Ehrbarkeit und guten Sitten erhalten soll : , : ,,1112629289,,,,,,Zuordnung des Fragments durch Anfrage an GW geklärt 30.08.2016,,1,02
1113034386,L-9999-37967601X,Aa,DBSM/M/Bö,Bö Ink 277 - Fragm.,Bö Ink 277 - Fragm.,Evangelium : , : ,,,,,,,,,,1,02
1173179100,L-1477-315495634,Af,DBSM/M/Bö,Bö Ink 125 - Fragm.,Bö Ink 125 - Fragm.,"Summa theologica, P. 1-4",4. : Pars 4,,,,,,,,,,1,02
1173179313,L-1477-315495642,Af,DBSM/M/Bö,Bö Ink 215 - Fragm.,Bö Ink 215 - Fragm.,"Summa theologica, P. 1-4",2. : Pars 2,,,,,,,,,,1,02
1173179313,L-1477-315495650,Af,DBSM/M/Bö,Bö Ink 220 - Fragm.,Bö Ink 220 - Fragm.,"Summa theologica, P. 1-4",2. : Pars 2,,,,,,,,,,1,03
1173452044,L-1498-315488077,Af,DBSM/M/Bö,Bö Ink 145 - Fragm.,Bö Ink 145 - Fragm.,"Biblia, lat.",6. : ,,,,,,,,,,1,02
1173459332,L-1498-315212659,Af,DBSM/M/Bö,Bö Ink 196 - Fragm.,Bö Ink 196 - Fragm.,"Biblia, lat.",1. : Prima pars biblie,,,,,,,,,,1,02
1173831592,L-1492-478736967,Aa,DBSM/M/Bö,Bö Ink 270 - Fragm.,Bö Ink 270 - Fragm.,Commentum in sex tractarus Summularum logicalium Petri Hispani. Darin: Commentum tractatus correspondentis libro Posteriorum Aristotelis : , : ,,,,,,,,,,1,02
