idn,bbg,jahr,tit_a,tit_d,tit_Y,stuecktitel_l,stuecktitel_a,f4243,f4256,f4241,f4105_9,f4105_g
1003923283,Af,1799,Jäck,Carl,"Der @Schreibmeister oder Anweisung, wie ein jeder sich selbst lehren kann eine schöne franzoesische Hand im englischen und franzoesischen Ductus zu schreiben und sich in der sogenannten Coulée-Schrift zu üben",H. 3,,,,,,
1008054011,Aa,1777,Verzeichniss von Kupferstichen welche zu Braunschweig bey C. F. Bremer und Sohn zu haben sind,,,,,,,,,
1009170473,Aa,1826,Verzeichniß einer Sammlung gebundener Bücher aus allen Zweigen der Wissenschaften,"nebst alten Drucken mit und ohne Holzschnitten, Musicalien und einigen musicalischen Instrumenten, Atlassen, Landkarten, auch alten und neuern Kupferstichen etc., welche nach vorliegenden wissenschaftlich und alphabetisch geordnetem Inhalte Montag, den 10ten April 1826 ... in der ... Wohnung ... des Bücher-Antiquars und verpflichtetem Taxators Anton Daniel Louis in Würzburg ... öffentlich versteigert ... werden",,,,,,,,
1009878972,Aa,1798,Vorschriften zum nützlichen Gebrauch für die Jugend,,,,,,,,,
1011391872,Af,1820,Dolz,Johann Christian,Katechetische Anleitung zu den ersten Denkübungen der Jugend,Bdch.1,,,,,,
1011392062,Aa,1768,"Eigenschaften, Wissenschaften und Bezeigen rechtschaffener Schulleute, um nach dem in Schlesien für die Römischkatholischen bekannt gemachten Königl. General-Landschulreglement in den Trivialschulen der Städte, und auf dem Lande der Jugend nützlichen Unterricht zu geben","nebst einer Vorrede, von den Absichten, und einer ausführlichen Tabelle von dem Inhalte dieses Buches, samt 2 Kupfern",,,,,,,,
1011405423,Af,1811,Heinrigs,Johann,"Deutsche, Franzoesische & Englische Vorschriften",H. 2.,Vorschriften,,,,,
1011405679,Af,1811,Heinrigs,Johann,"Deutsche, Franzoesische & Englische Vorschriften",Cah. 3.,Modèle d 'ecriture,,,,,
1011405989,Af,1812,Heinrigs,Johann,"Deutsche, Franzoesische & Englische Vorschriften",Book 4.,Examples,,,,,
1017059594,Aa,1604,Panchrestographie,Toutes les figures cy dessus sont formees d'un seul traict,,,,,,,,
1017104387,Aa,1810,Tableau géographique des quatre parties du monde,"orné de treize gravures coloriées, Représentant les costumes des Peuples qui habitent les différentes parties du Globe ; Suivi D'un Traité de la Grammaire française, d'Arithmétique ancienne et décimale; de principes d'Écriture et de Dessin, gravés d'après les meilleurs maîtres ...",,,,,,,,
1017209332,Aa,1695,The @Pen-mans Paradis both Pleasant and Profitable Or Examples of all y usuall Hands of this Kingdome. Adorn'd with variety of ffigures and Flourishes done by Command of Hand. Each ffigure being one continued & entire Tract of the Pen:most whereof may be struck ae well Reverse (or to answer Cothwayes) as Forward,,,,,,,,,
1020458550,Aa,1820,Erster Unterricht in der deutschen Schönschreibekunst,nebst einer theoretischen Anweisung zur Erlernung derselben,,,,,,,,
1025445074,Af,1816,Dolz,Johann Christian,Katechetische Anleitung zu den ersten Denkübungen der Jugend,Bdch.2,,,,,,
102626653X,Ha,1702,"Schreib-Kunst-Probe, derer anjezo üblichen  Current, Cantzley, Fractur- und lateinischen Schrifften ",,,,,,,,,
1030352151,Af,1825,Spohn,Friedrich August Wilhelm,De lingua et literis veterum Aegyptiorum cum permultis tabulis lithographicis,Ps. 1.,Cum imagine vitaque Spohnii,,,,,
1030353263,Aa,1826,Gustavi Seyffarthi Rudimenta hieroglyphices,accedunt explicationes speciminum hieroglyphicorum glossarium atque alphabeta ; cum XXXVI tabulis lithographicis,,,,,,,,
1030752834,Aal,1770,Reliure,contenant planches simples 3,,,,,,945538456,,
1033993638,Aa,1711,"Die @neu-eröffnete Bibliothec, worinnen der studirenden Jugend und andern courieusen Liebhabern guter Unterricht von Bibliotheqven, nebenst beqvemer Anleitung dieselben anzulegen, wohl zu unterhalten, und nützlich zu gebrauchen, an die Hand gegeben wird","welchem angefügt die vornehmsten Bibliotheqven in Europa, und was Reisende vornehmlich bey deren Besichtigung zu beobachten haben",,,,,,,,
1034751123,Aa,1760,New and complete alphabets in all the various hands of Great Britain,"with the Greek, Hebrew, and German characters",,,,,,,,
1035713691,Aa,1787,Lehrbuch der Kunst schön und geschwind zu schreiben,,,,,,,,,
1035933985,Alxo,1736,Wann das heutige Haderlumpenpapier erfunden worden?,,,,,,,,,
103593809X,Alxo,1748,"Papier, charta",,,,,,,,,
1035943670,Alxo,1817,Pappe,,,,,,,,,
1035945428,Alxo,1794,Observations on paper marks,in a letter to Mr. Gough,,,,,,,,
1035946181,Alxo,1778,Über die Verfertigung des Papiers in Japan,,,,,,,,,
1035956411,Alxo,1817,Papiermaché,,,,,,,,,
1035956462,Alxo,1817,"Preßspäne, Preßpapier",,,,,,,,,
1035960818,Alxo,1781,Wen das itzt übliche aus zerstossenen und zerstampften Haderlumpen verfertigte Papier in Ungern aufgekommen sey?,,,,,,,,,
1035961962,Alxo,1783,Über Schäffers Papierversuche,,,,,,,,,
1035970937,Alxo,1817,Papier,,,,,,,,,
1035986213,Alxo,1778,Papiermanufakturen,,,,,,,,,
1035986264,Alxo,1740,"Alphabetischer Zeiger dererjenigen unterschiedlich gebräuchlichen Nahmen und Wörter, so die Papiermacher sich bedienen, und wie sie ein jegliches Ding in denen Papier-Mühlen heissen",,,,,,,,,
1036003760,Alxo,1740,Das @Papier,"Papier, Charta, Papyrus",,,,,,,,
1036005054,Alxo,1679,Chartariae officinae in Bohemia enumerantur,,,,,,,994046383,,
103603903X,Alxo,1796,"Beschreibung einer holländischen Wasserkläre und eines englischen Papiertrokkenhauses, beides nach der Zeichnung Tab. II",,,,,,,,,
1036044602,Alxo,1775,"Versuch, das Geheimnis, holländisch Papier in Deutschland nachzumachen, betreffend",,,,,,,,,
1036943208,Aa,1673,La @Biblioteca Aprosiana,passatempo autunnale,,,,,,,,
1037333772,Aa,1725,Das @Werck lobet den Meister und einen Fürsten seine Händel,es ist ein fährlich Ding in einem Regiment um einen Schwärzer und ein jeder,,,,,,,,
1042471584,Aa,1773,Der @Bücher-Verlag in allen Absichten genauer bestimmt,"an den Herrn Verfasser des Bücher-Verlags in Betrachtung der Schriftsteller, der Buchhändler und des Publikums erwogen",,,,,,,,
1043190252,Aa,1823,"A @catalogue of the choice, curious, and elegant private library of John Trotter Brockett, Esq., F.S.A","which will be sold by auction by Mr. Sotheby, at his house, the 8th day od December, 1838, and the thirteen following days",,,,,,,,
1043191046,Aa,1702,De bibliothecis atque archivis virorum clarissimorum libelli et commentationes,cum praefatione de scriptis et bibliothecis antediluvianis,,,,,,,,
1043191356,Aa,1703,De bibliothecis nova accessio collectioni Maderianae adiuncta,,,,,,,,,
1043382550,Aa,1757,Erinnerung des Presbengels an seinen Buchdruckergesellen wegen seines Schreibens über die Schriften der Preußischen Publicisten,,,,,,,,,
1044093927,Aa,1810,Verzeichniß eines Theils der Bibliothek des verstorbenen Herrn Cammerraths Am Ende Königl. Sächs. Oberhofrichters,"nebst einem Anhange von Büchern aus allen Wissenschaften, Manuscripten u. einer Sammlung von Insekten welche Montags den 9ten April 1810 u. folgende Tage gegen baare Zahlung im rothen Collegio öffentlich versteigert werden sollen",,,,,,,,
1044098473,Aa,1695,L' @Ecriture Italienne Bâtarde En sa perfection De la maniere qu'elle s'ecrit A Present,,,,,,,,,
1044098953,Aa,1709,Gründliche Anweisung zur Schreib-Kunst,sammt Etlichen Alphabethen sowohl der Current- und Cantzley- als auch Fractur und Lateinischen Schrifften ; Denen Lehrbegierigen zum beste[n] verfertigt,,,,,,,,
104412153X,Aa,1724,Gründliche Anweisung zu Teutsch- und Lateinischer Schreib-Kunst,,,,,,,,,
1045452688,Aaf,1815,Denkschrift gegen den Büchernachdruck,"den am Wiener Congresse versammelten Gesandten von einer Deputation der Leipziger Buchhändler überreicht, mit Berichtigungen der darin aufgestellten irrigen Ansichten",,,,,,,1044992719,Qd
1046192299,Aa,1810,"Verzeichniß der Bibliothek des verstorbenen Prof. Extraord. Herrn Schreiters, welche als Anhang der Bücherauction vom 9. April 1810 gerichtlich versteigert werden soll",,,,,,,,,
1046196235,Aa,1722,"Gründliche Anleitung zur Schreib-Übung In denen iezo bräuchlichen Teutsche Current-Cantzley und Fractur- sowohl Latein- und Romanischen- als auch Französischen Schrifften, ingleichen Versal- und Initial-Buchstaben auch Zugwercke",,,,,,,,,
1046231960,Aa,1773,Zufällige Gedanken eines Buchhändlers über Herrn Klopstocks Anzeige einer gelehrten Republik,,,,,,,,,
1046232487,Aa,1778,Des @Herrn Linguets Betrachtungen über die Rechte des Schriftstellers und seines Verlegers,aus dem Französischen mit einigen Anmerkungen,,,,,,,,
104939626X,Aa,1823,"Schriftstellerei, Buchhandel und Nachdruck rechtlich, sittlich und klüglich betrachtet",eine wissenschaftliche Prüfung des Wangenheim'schen Vortrags darüber beim Bundestage,,,,,,,,
1050054741,Aa,1724,"Die @offene Schreib-Schule, in welcher die Edle und höchstnützbahre Schreib-Kunst Mittelst verschiedener so Deutsch- als Dähnisch- Lateinisch- Frantzösisch- Holländisch- und Italiänischer Schrifften, curieuser Fracturen und Zugwercken, der Jugend und allen Liebhabern der Feder freulichst angewiesen und gelehret wird",,,,,,,,,
1050418271,Aa,1830,Originale caratteri,"moderni et antichi ; dedicati A.S.R.M. Francesco 1mo, Re del Regno delle Due Sicilie",,,,,,,,
106039880X,Aa,1828,Manuel du marchand papetier,,,,,,,,,
1060814544,Aa,1605,"Spieghel der schrijfkonste, inden welcken ghesien worden veelderhande gheschriften met hare fondementen ende onderrichtinghe",,,,,,,,,
1066449686,Aaf,1795,"Preis-Courant von Schriften, aus der Schriftgießerey von Breitkopf & Härtel in Leipzig",[gegen baare Zahlung in Louisd'or à 5 Rthlr. ...],,,,,,,,
1066455600,Aaf,1740,"Ueber dem, was Gott bey dreyhundert Jahren, durch das herrliche Geschencke der edlen und hoch-nutzbaren Buchdrucker-Kunst, Grosses an uns gethan, bezeugete Anno 1740, den 24, Junii, als an ihrem dritten Jubel-Feste, vor der Amts-Predigt, mit danckbaren Hertzen, Mund und Händen seine Freude vor Gott das Chor bey der Haupt-Kirche zu St. Elisabet",,,,,,,,,
1066460566,Aaf,1823,Proben von Fractur-Schriften aus der Breitkopf und Härtelschen Schriftgießerei in Leipzig,,,,,,,,,
1066479186,AaB,1764,Edikt 1764: Verordnung wegen Einführung und Zahlung des Stempel-Papiers,,,,,,,,,
1066482535,Aaf,1795,Système universel et complet de sténographie,"ou maniere abregée d' écrire, applicable à tous les idiomes ... inventé par Samuel Taylor",,,,,,,,
1066482586,AaB,1823,Proben von Fractur-Schriften aus der Breitkopf und Härtelschen Schriftgießerei in Leipzig,,,,,,,,,
106648824X,Aaf,1823,Schriftprobe von Französischen Schriften aus der Breitkopf- und Härtelschen Schriftgiesserey in Leipzig,,,,,,,,,
1066664897,Aaf,1795,Preis-Courant der Breitkopf und Härtelschen Schriftgießerey in Leipzig,[gegen baare Zahlung in Louisd'or à 5 Rthlr. ; die Preise sind nach Leipziger Kegel gerechnet ...],,,,,,,,
1066664986,Aaf,1823,Schriftproben aus der Breitkopf- und Härtelschen Schriftgießerey in Leipzig,,,,,,,,,
1066665133,Aaf,1824,Systematischer Unterricht im Schreiben,[50 kalligraphische Blätter],,,,,,,,
1066676275,Aaf,1829,Ueber den teutschen Buchhandel und die äußern Verhältnisse der teutschen Literatur,,,,,,,,,
1066753881,Aaf,1740,"Zu dem abermahligen hundertjährigen Jubel-Fest der erfundenen und insbesondere auch allhier, seit hundert Jahren, unter dem Reußnerischen Nahmen glücklich fortgepflantzeten Buchdruckerey, welches die hiesige Academie begehen und mit einer öffentlichen Lob-Rede künftigen Mittwoch, als den 28. dieses Monaths in dem grösseren Academischen Hör-Saal feyern wird, ladet ... ein Pro-Rector und Senatus der Königsbergischen Academie",,,,,,,,1137643285,Qd
1066764433,Aaf,1825,Calligraphische Blätter zur Uibung und Vervollkommnung fleißiger Schüler,mit verschiedenen Schreibarten versehen und gefertigt,,,,,,,,
1066776210,Aaf,1656,"Index librorvm, qvi in typographia Plantiniana excvsi venales nvnc exstant",,,,,,,,,
1066781834,Aaf,1828,Art de construire en cartonnage,toutes sortes d' ouvrages d' utilité et d' agrément,,,,,,,,
1066785716,Aaf,1628,"Catalogvs librorvm in diversis locis Italiae Emptorum, Anno 1628, qui Londini in officina Fetherstoniana, prostant Venales",,,,,,,,,
1066786089,Aaf,1677,"Catalogus, derer Bücher, so in Lüneburg und Wolfenbüttel von denen Sternen, seel. Andenckens, gedruckt oder verlegt, und bey deren Erben, auch bey mir Joh. Kelpen, als sel. Heinrich Sterns Eydam, umb billigen Taxt zu bekommen sind",,,,,,,,,
106678681X,AaB,1829,[Geschäftsbuch] der Firma Schellenberger bzw. Witwe Schellenberger,,,,,,,,,
1066789401,AaB,1811,"Der @Papparbeiter, oder Anleitung in Pappe zu arbeiten",vorzüglich Erziehern gewidmet,,,,,,,,
1066791325,AaB,1764,Edikt 1764: Verordnung wegen des einzuführenden Stempel-Papiers,,,,,,,,,
1066837732,AaB,1829,"Verzeichniß einer sehr bedeutenden ... Büchersammlung, in welcher sich ein fernerweiter Theil der Bibliothek ... des verstorbenen Herrn Conferenzminister Grafen von Hohenthal von Nr. 1029 bis mit Nr. 3833 consignirt, ingleichen die von Nr. 5388 bis mit Nr. 6449 verzeichnete Bibliothek sich befindet ..., welche ... am 12. August 1829 und folgenden Tagen ... öffentlich versteigert werden sollen durch Georg Moritz Segnitz, Königl. Sächs. Bücherauktionator und Taxator",,,,,,,,,
1066841381,Aaf,1733,"Die @Wol-eingerichtete Buchdruckerey mit hundert und ein und zwanzig Teutsch- Lateinisch- Griechisch- und Hebräischen Schrifften, vieler fremden Sprachen Alphabeten, musikalischen Noten, Calender-Zeichen, und medicinischen Charakteren, ingleichen allen üblichen Formaten bestellet, und mit accurater Abbildung der Erfinder der löblichen Kunst, nebst einer summarischen Nachricht von den Buchdruckern, in Nürnberg ausgezieret",Am Ende sind etliche kurz-gefasste Anmerkungen von der hebräischen Sprach angefüget,,,,,,,,
1066844577,Ha,1578,[Meisterbuch der Leipziger Buchbinder-Innung],[Leipzig 1578 - 1984],,,,,,,,
1066850291,Aal,1762,"Anweisung zur Buchbinderkunst, ... nebst einem Unterricht, Futterale und aus Pappe verschiedene Sachen zu verfertigen, ... mit zugehörigen Kupfern",2 Teile in 1 Band,,,,,,,,
1066873925,AaB,1799,"Gebrauch der Zeichen, welche in den Buchdrukkereien zum Korrigiren gewöhnlich sind",Nebst einem Abdruk der gewöhnlichsten Schrift-arten und einigen Tafeln welche die erste Seitenzahl eines jeden Bogens von verschiednen Formaten enthalten ; Für Schriftsteller und Korrektoren,,,,,,,,
1066874050,AaB,1760,Jo. Danielis Schoepflini Vindiciæ typographicæ,,,,,,,,,
1066933804,Aaf,1748,H. B. K. und J. G. V. Selbstlehrende Canzleymäßige Schreibe-Kunst,,,,,,,,,
1066937931,Aaf,1687,Tresoor van diuerssche curieuse gheschriften met haere fundamenten volghens t ghebruyck van desen tijdt,,,,,,,,,
1066939535,AaB,1743,Der @in der Buchdruckerei wohl-unterrichtete Lehr-Junge oder bey der löblichen Buchdruckerkunst nöthige und nüzliche Anfangsgründe,"darinnen alles, was bey selbiger in Acht zu nehmen und zu lernen vorfällt, von einem Kunstverwandten mitgetheilet wird",,,,,,,,
1066941459,AaB,1614,Illustrium Hollandiae et Westfrisiae ordinum Alma Academia Leidensis,Contenta proxima pagina docebit,,,,,,,,
1066942641,AaB,1795,Système universel et complet de sténographie,"ou maniere abregée d' écrire, applicable à tous les idiomes ... inventé par Samuel Taylor",,,,,,,,
1066964750,Aaf,1611,"Bibliotheca classica, sive, catalogus officinalis, in quo singuli singularum facultatum ac professionum libri, qui in quavis fere lingua extant, quique intra hominum fere memoriam in publicum prodierunt ... ordine alphabetico recensentur",,,,,,,,,
1066966710,Aaf,1478,"Biblia, niederdt.",,,,,,,,,
1070191329,Aa,1814,Verzeichniß der deutschen Lese-Bücher des Lese-Cabinets von J. H. P. Clias Nro. 232 grün Quartier in Bern,,,,,,,,,
1072646374,Aa,1785,"A @specimen of printing types by William Caslon, letterfounder to His Majesty",,,,,,,,,
107472383X,Aa,1811,Verzeichnis der in der Provinzial-Regierungs-Bibliothek zu Gumbinnen vorhandenen Bücher und Modelle,,,,,,,,,
1076808670,Aa,1705,Dispvtatio Prima De Ornamentis Librorvm Apvd Veteres Vsitatis,,,,,,,,,
1078159866,Aa,1744,"Code De La Librairie Et Imprimerie De Paris, Ou Conférence Du Réglement Arrêté Au Conseil D'État Du Roy, Le 28 Février 1723, Et rendu commun pour tout le Royaume, par Arrêt du Conseil dʹEtat du 24 Mars 1744","Avec Les Anciennes Ordonnances, ... depuis l'an 1332, jusqu'a présent",,,,,,,,
1079037225,Aa,1714,"Mandement de Monsieur Le Vicaire General De Monseigneur Francois de Mailly, Archeveque Duc de Reims, Premier Pair de France ... &c.","Pour la Publication de la Bulle de Nostre Saint Pere le Pape Clement XI. qui commence par des mots, unigenitus Dei Filius, contre le Livre des Reflexions Morales sur le Nouveau Testament, imprimé à Paris en 1693, 1694, et en 1699",,,,,,,,
1079037470,Aa,1756,"Arrest De La Cour De Parlement, Qui condamne différens Livres intitulés, le premier: Analyse de Bayle; le second, la Christiade, ou le Paradis reconquis; le troisiéme, Histoire du Peuple de Dieu, premiere & seconde Partie","Défenses, &c.",,,,,,,,
1081735546,Ha,1592,Von Zier geschrifften baides Latinisch wie Teütsches,auch ander neben arten andeüttungen vff Cantzelleysche Handt vnd Current gericht,,,,,,,,
1088589642,Aa,1746,"Es hat ein Hoch Edler, und Hoch Weiser Rath","nachdem derselbe vernommen, daß die neuere Zeit her die wenigste Buchhändler, Kunstverleger, auch Buchdrucker, Kupferstecher, und Schwartzkunst-Arbeiter von ihrem respective Verlag, Druck, Stich, oder Arbeit ein oder mehrere Exemplar in die allhiesig gemeine Stadt-Bibliotheck gebührend einlieferten ...",,,,,,,,
1094881376,Abvz,1830,"Verzeichniss der Verlagsbücher von Johann David Sauerländer, große Sandgasse, Lit. K. Nr. 25, in Frankfurt am Main",,,,,,,,,
1104867249,Aff,1740,Gessner,Christian Friedrich,Die @so nöthig als nützliche Buchdruckerkunst und Schriftgiesserey,1.,,,,,1044992719,Qd
1104868040,Aff,1740,Gessner,Christian Friedrich,Die @so nöthig als nützliche Buchdruckerkunst und Schriftgiesserey,2.,,,,,1044992719,Qd
1104868075,Aff,1741,Gessner,Christian Friedrich,Die @so nöthig als nützliche Buchdruckerkunst und Schriftgiesserey,3.,,,,,1044992719,Qd
1110794614,Aa,1690,Wohlgemeinte Erinnerung/ uber Die vielfältigen Tractätgen/ so einige Zeit her wider die Person des Königes von Franckreich und Jacobi II. divulgiret worden,In welchen Insonderheit die Frage vorgestellet wird: Ob einem Privato zustehe/ und vergönnet sey/ von hohen Potentaten schimpfflich zu reden/ oder zu schreiben?,,,,,,,,
1128754525,Af,1829,,,Systematische Darstellung der neuesten Fortschritte in den Gewerben und Manufacturen und des gegenwärtigen Zustandes derselben,Erster Band,,,,,,
1132626803,Af,1764,Fournier,Pierre Simon,"Manuel typographique utile aux gens de lettres, et à ceux qui exercent les différentes parties de l' art de l' imprimerie",1.,,,,,,
1132626811,Af,1766,Fournier,Pierre Simon,"Manuel typographique utile aux gens de lettres, et à ceux qui exercent les différentes parties de l' art de l' imprimerie",2.,,,,,,
1132627567,Af,1786,,,Beyträge zur Geschichte der Erfindungen,1.,,,,,,
1132627575,Af,1788,,,Beyträge zur Geschichte der Erfindungen,2.,,,,,,
1132627583,Af,1792,,,Beyträge zur Geschichte der Erfindungen,3.,,,,,,
1132636396,Af,1817,,,Geschichte der Künste und Wissenschaften,Bd. 2.,,,,,,
1132639379,Aaf,1828,Art de fabriquer toutes sortes d' ouvrages en papier,pour l' instruction et l' amusement des jeunes gens des deux sexes,,,,,,,,
1132640105,Af,1824,Johnson,John,Typographia,Vol. 1.,,,,,,
1132640113,Af,1824,Johnson,John,Typographia,Vol. 2.,,,,,,
1132645611,Af,1764,Prediger,Christoph Ernst,Der @in aller heut zu Tag üblichen Arbeit wohl anweisende accurate Buchbinder und Futteralmacher,"[Bd. 2], Theil 3.","Welcher lehret, wie nicht nur ein Buch auf das netteste zu verfertigen, sondern auch wie solches seine gebührende Dauer erhält ...",,,,,
113264562X,Af,1753,Prediger,Christoph Ernst,Der @in aller heut zu Tag üblichen Arbeit wohl anweisende accurate Buchbinder und Futteralmacher,"[Bd. 2], Theil 4.",Wie nicht nur ein Buch auf das Netteste zu verfertigen ... wie alle Farben auf Leder und Pergament anzusetzen ...,,,,,
1132650712,Af,1766,Papillon,Jean-Michel,Traité historique et pratique de la gravure en bois,1.,Partie historique,,,,,
1132650720,Af,1766,Papillon,Jean-Michel,Traité historique et pratique de la gravure en bois,2.,Tous les principes de cet art,,,,,
1132650739,Af,1766,Papillon,Jean-Michel,Traité historique et pratique de la gravure en bois,3.,Supplément,,,,,
1142026582,Af,1830,,,Systematische Darstellung der neuesten Fortschritte in den Gewerben und Manufacturen und des gegenwärtigen Zustandes derselben,Zweyter Band,,,,,,
1153364859,Abvz,1829,"Catalog Neuer Bücher welche ... herausgekommen, und für beigesetzte Presse, nebst vielen andern hier nicht aufgeführten ältern und neuen Werken aus allen Wissenschaften und Sprachen zu haben sind bei Friedrich Fleischer, Buchhändler in Leipzig",,,,,,,,,
1153367912,Abvz,1829,Der @Catalogen,,,,,,,,,
1166065464,Aa,1780,Methodische Anweisung zur Schönschreiberei,,,,,,,,,
1179218299,Aa,1818,"Collection de Soixante Sept Modèles d'Ecritures Allemande, Anglaise, Française, Russe Et Greque Moderne",Dédiée À Son Altesse Royale Le Prince Auguste De Wurtemberg,,,,,,,,
1188896733,Aa,1756,Nouveau livre d'écriture d'après les meilleures Exemples de Rossignol dedié A Monseigneur le Dauphin,,,,,,,,,
1196912882,Ha,1563,Schreibmeisterbuch,,,,,,,,,
1197557121,Aa,1793,Deutsche und Französiche Vorschriften,,,,,,,,,
1198893060,Aa,1710,Censura Celebriorum Authorum Sive Tractatus In Qvo Varia Virorum Doctorum De Clarissimis cujusque Seculi Scriptoribus Judicia traduntur,,,,,,,,,
1204212147,Af,1736,,,"Der @durchlauchtigen Welt ... neu vermehrter und verbesserter Geschichts-, Geschlechts- und Wappen-Calender",15.1736,,,,,,
1204212570,Af,1725,,,"Der @durchlauchtigen Welt ... neu vermehrter und verbesserter Geschichts-, Geschlechts- und Wappen-Calender",1725,,,,,,
1205028994,Aa,1698,L' @art d'écrire,,,,,,,,,
1205034501,Aa,1794,Nova Arte De Escrever,"Offerecida Ao Principe Nosso Senhor, Para Instrucçaõ Da Mocidade",,,,,,,,
1205036865,Aa,1723,"A @New Book of Cyphers, Containing in general all Names Interwoven, & revers'd, by Alphabet","Being very pleasent for Gentlemen, and Ladys, and usefull for all sorts of Artists, as Painters, Carvers, Engravers, Chacers, Watchmakers, Imbroiderers, &c. : With several other usefull, & necessary examples w.th Additions",,,,,,,,
1205037268,Aa,1758,"Paleografía Espanõla,","que contiene todos los modos conocidos, que ha habido de escribir en España, desde su principio, y fundacion, hasta el presente, á fin de facilitar el registro de los archivos, y lectura de los manuscritos, y pertenencias de cada particular; juntamente con una historia sucinta del idioma comun de Castilla, y demás lenguas, ó dialectos, que se conocen como proprios en estos Reynos: Substituida en la obra del Espectaculo de la naturaleza, en vez de la paleografia francesa,",,,,,,,,
1207348325,Aa,1706,Dispvtatio Altera De Ornamentis Librorvm Apvd Veteres Vsitatis,,,,,,,,,
1207352861,Aa,1740,"Als Anno MDCCXL Die Edle Buchdrucker-Kunst Ihr dreyhundertjähriges und ... Die Königl. Preußis. Hof- und Academisch-Reußnerische Buchdruckerey Ihr hundertjähriges Jubel-Fest ... celebrirte, wolte ... seine Mit-Freude ... an den Tag legen ...",,,,,,,,1137643285,Qd
1207353396,Aa,1740,"Als bey solenner Jubel-Feyer ... Die Wohl-Ehrenveste und Kunsterfahrne Herrn George Wilhelm Pouillard, Johann Gottfried Rosenberg, Michael Stoltz und Adam Bartholomäi In der Königl. Hof- und Academisch Reußnerischen Buchdruckerey das Postulat gratis erhielten, und zugleich in die Zahl rechtschaffener Kunst-Verwandten aufgenommen wurden, wolten Denenselben ihren ... Glückwunsch abstatten",,,,,,,,1137643285,Qd
1207353817,Aa,1740,"Als der Hochedelgebohrne und hochbenamte Herr Johann Friederich Reußner ... nicht nur das allgemeine Jubiläum der edlen Buchdruckerkunst, sondern auch Seiner in Preußen vor hundert Jahren gestifteten Druckerey glücklich erlebet ... wollen ... gratuliren",,,,,,,,1137643285,Qd
1207354082,Aa,1740,"Bey dem dritten hundertjährigen allgemeinen und besonders auch dem hundertjährigen Reußnerischen Freuden-Feste der erfundenen ... Buchdrucker-Kunst, wolte an der Freude ... glückwünschend Theil nehmen",,,,,,,,1137643285,Qd
1207354228,Aa,1740,"Bey dem Hundertjährigen Erinnerungs-Feste der belobten Buchdruckerey, welches das ... Reußnerische Geschlecht ... begehet hat dem edlen Stamme desselben in geringen Gedancken seine Ergebenheit bezeigen wollen",,,,,,,,1137643285,Qd
1207354341,Aa,1740,"Bey dem Jubel-Feste, welches der erfundenen Buchdruckerkunst sowohl als den seit hundert Jahren allhier fortgesetzten Reußnerischen Schriften ... bezeugte seine gerechte Mitfreude durch folgende Zeilen",,,,,,,,1137643285,Qd
1207354465,Aa,1740,"Bey dem Jubelfeste der erfundenen Buchdruckerkunst, so wohl als auch ... der Hof- und Academisch-Reußnerischen Buchdruckerey bezeugten ihre Mitfreude",,,,,,,,1137643285,Qd
1207354597,Aa,1740,Bey der A. 1740 einfallenden und auch Preußisch-Reußnerschen der ... Buchdruckerkunst respective dreyhundert- und einhundertjährigen Jubel-Feyer beobachtete ... seine Mitfreude,,,,,,,,1137643285,Qd
1207395633,Aa,1740,"Bey der doppelten Jubel-Freude Der Edlen Buchdrucker-Kunst in Preussen, da selbige das dritte Jahrhundert der Erfindung, Das Reußnerische Hauß aber Das erste seines Ruhms bey uns frölich feyerte, wolte seine schuldige Mit-Freude bezeugen",,,,,,,,1137643285,Qd
1207399388,Aa,1740,Bey der zum Andencken der ... Reußnerischen Buchdruckerey angeordneten Academischen Jubel-Feyer wurde folgende Kantate vor und nach gehaltener Gedächtniß-Rede aufgeführet,,,,,,,,1137643285,Qd
1207399604,Aa,1740,"Bey der zum Andencken der vor dreyhundert Jahren erfundenen, und seit hundert Jahren unter uns gestiffteten Reußnerischen Buchdruckerey von hiesiger Academie angestellten Jubel-Feyer haben ihre Mitfreude bezeugen wollen",,,,,,,,1137643285,Qd
1207399779,Aa,1740,"Danck-Opfer vor die Wohlthaten, welche Gott durch die vor Dreyhundert Jahren erfundene Buchdruckerkunst uns erzeiget ... in der Kneiphöfischen Thum- und Academischen Kirche dieserhalb angestellten Jubel-Feyer ... aufgeführte Kantaten abgelegt",,,,,,,,1137643285,Qd
1207404888,Aa,1740,"Den @Satz daß ein Buchdrucker ... ein rechtschaffener Patriot seyn müße, suchte bey dem ... zum Gedächtniß der vor drey hundert Jahren erfundenen Buchdruckerey angestellten Jubel-Fest zu erweisen, und zugleich dem ... Herrn Johann Friedrich Reußner ... wegen der ... hundert Jahr ... geführten Hof- und Academischen Buchdruckerey seine ergebenste Mit-Freude Glückwünschend zu bezeugen",,,,,,,,1137643285,Qd
1207411558,Aa,1740,Den @seit hundert Jahren unverwelckten und immerfort grünenden Lorbeer-Crantz Der Reußnerischen Buchdruckerey,,,,,,,,1137643285,Qd
