idn,bbg,jahr,tit_a,tit_d,tit_Y,stuecktitel_l,stuecktitel_a,f4243,f4256,f4241,f4105_9,f4105_g
998433799,Afl,1822,Lang,Karl Heinrich,"Merkwürdige Reise über Erlangen, Dreßden, Kassel und Fulda",5.,[Hammelburger Reise],,,,,
998433810,Afl,1823,Lang,Karl Heinrich,"Merkwürdige Reise über Erlangen, Dreßden, Kassel und Fulda",6.,[Hammelburger Reise],,,,,
998433829,Afl,1824,Lang,Karl Heinrich,"Merkwürdige Reise über Erlangen, Dreßden, Kassel und Fulda",7.,[Hammelburger Reise],,,,,
998433845,Afl,1826,Lang,Karl Heinrich,"Merkwürdige Reise über Erlangen, Dreßden, Kassel und Fulda",8.,[Hammelburger Reise],,,,,
998433861,Afl,1828,Lang,Karl Heinrich,"Merkwürdige Reise über Erlangen, Dreßden, Kassel und Fulda",9.,,,,,,
99843387X,Afl,1830,Lang,Karl Heinrich,"Merkwürdige Reise über Erlangen, Dreßden, Kassel und Fulda",10.,[Hammelburger Reise],,,,,
998495514,Aal,1830,Lehrreiche und unterhaltende Märchen für die erwachsenen Jugend,mit Kupf.,,,,,,,,
998510823,Aal,1820,"[Samuel] Leigh's new Picture of London or a view of the political, religious, medical, literary, municipal, commercial and moral state of the British metropolis presenting a brief and luminous guide to the stranger ...",,,,,,,,,
998514608,Aal,1820,[Gottfried Wilhelm] Leibnitzen [Leibniz] System der Theologie,Nach d. Ms. v. Hannover <den lat. Text zur Seite> ins Dt.,,,,,,,,
998515655,Aal,1823,Therese von Bornthal,eine wahre Geschichte erzählt,,,,,,,,
998536164,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",2.,Baumgärtnerische Buchh.,,,,,
998536423,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",3,,,,,,
998536466,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",4,,,,,,
998536474,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",5,,,,,,
998536512,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",6,,,,,,
998536520,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",7,,,,,,
998536555,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",8,,,,,,
998536571,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",9,,,,,,
998536628,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",10,,,,,,
998536652,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",11,,,,,,
998536679,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",12,,,,,,
998537098,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",13,,,,,,
998537144,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",14,,,,,,
998537179,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",15,,,,,,
998537209,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",16,,,,,,
998537217,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",17,,,,,,
99853725X,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",18,,,,,,
998537284,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",19,,,,,,
998537306,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",20,,,,,,
998537357,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",21,,,,,,
998537365,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",22,,,,,,
99853739X,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",23,,,,,,
998537411,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",24,,,,,,
998537446,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",25,,,,,,
998537454,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",26,,,,,,
998537470,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",27,,,,,,
998537500,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",28,,,,,,
998537527,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",29,,,,,,
998537535,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",30,,,,,,
998537624,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",31,,,,,,
998537675,Afl,1798,Leonhardi,Friedrich Gottlob,"Bildliche Darstellung aller bekannten Völker nach ihren Kleidertrachten, Sitten, Gewohnheiten und mit Beschreibung aus den besten englischen, französischen und italienischen Werken",32,,,,,,
998620505,Afl,1828,Lenz,Jakob Michael Reinhold,Gesammelte Schriften,Bd. 2,,,,,,
998620556,Afl,1828,Lenz,Jakob Michael Reinhold,Gesammelte Schriften,Bd. 3,,,,,,
998685232,Aal,1813,Lieder eines Freiwilligen von der Schaar von Frankfurt,,,,,,,,,
998685496,Afl,1821,Lindemann,Friedrich,Die @Lyra,1,,,,,,
998772526,Afl,1825,Littrow,Joseph Johann,Populäre Astronomie,1,,,,,,
998772593,Afl,1825,Littrow,Joseph Johann,Populäre Astronomie,"2, Abt. 1",,,,,,
998772712,Afl,1825,Littrow,Joseph Johann,Populäre Astronomie,"2, Abt. 2",,,,,,
998783145,Afl,1828,Livius,Titus,Titus Livius Römische Geschichte,"Abt. 3, Bd. 9",,,,,,
998783153,Afl,1828,Livius,Titus,Titus Livius Römische Geschichte,"Abt. 3, Bd. 10",,,,,,
998783188,Afl,1828,Livius,Titus,Titus Livius Römische Geschichte,"Abt. 3, Bd. 11",,,,,,
998783226,Afl,1828,Livius,Titus,Titus Livius Römische Geschichte,"Abt. 3, Bd. 12",,,,,,
99882660X,Aal,1826,Mancherlei Begebenheiten und Geschichten aus dem Leben des kleinen Andreas,ein Büchlein für Kinder,,,,,,,,
998829366,Afl,1811,,,Moralische Bilderbibel,4,,,,,,
998829803,Afl,1812,,,Moralische Bilderbibel,5,,,,,,
998831301,Aal,1823,Gemeinnützige Kenntnisse,,,,,,,,,
998842265,Aal,1825,"Erzählungen, Mährchen, Sagen und Schwänke",,,,,,,,,
998851795,Aal,1814,Die @Königin Luise,"zum Besten d. hinterlassenen Wittwen u. Waisen, der für König u. Vaterland gefallenen Landwehrmänner u. freiwilligen Jäger",,,,,,,,
998858218,Afl,1828,Luden,Heinrich,Reise Sr. Hoheit des Herzogs Bernhard zu Sachsen-Weimar-Eisenach durch Nord-Amerika in den Jahren 1825 und 1826,1,,,,,,
99885834X,Afl,1828,Luden,Heinrich,Reise Sr. Hoheit des Herzogs Bernhard zu Sachsen-Weimar-Eisenach durch Nord-Amerika in den Jahren 1825 und 1826,2,,,,,,
998970751,Aal,1825,Magyarische Sagen und Maehrchen,,,,,,,,,
998972150,Aal,1820,Le @Robinson de douze ans,"Histoire intéressante d'un jeune mousse français, abandonné dans une île déserte ; Ornée de 6 gravures",,,,,,,,
999010131,Aal,1820,Contes à mes jeunes amies,,,,,,,,,
999045296,Aal,1822,Hebe,Taschenbuch zur Erhaltung d. Gesundheit u. Schönheit ; ein Toilettengeschenk für gebildete Frauen,,,,,,,,
999078763,Aal,1824,Delectus precationus piarum pro devotione privata juventutis litterarum studiosae,,,,,,,,,
999114174,Afl,1810,Matthisson,Friedrich,Erinnerungen,1,,,,,,
99911428X,Afl,1810,Matthisson,Friedrich,Erinnerungen,2,,,,,,
999114379,Afl,1812,Matthisson,Friedrich,Erinnerungen,3,,,,,,
999114425,Afl,1814,Matthisson,Friedrich,Erinnerungen,4,,,,,,
999114476,Afl,1816,Matthisson,Friedrich,Erinnerungen,5,,,,,,
999123769,Aal,1820,Elements of natural history in the animal kingdom,chiefly intended for the use of schools and young persons,,,,,,,,
999141120,Aal,1823,Erster Unterricht in der Französischen Sprache für Kinder,,,,,,,,,
999183036,Afl,1827,,,Elemente der Geometrie,T. 1.,Planimetrie,,,,,
99922736X,Aal,1819,Der @hochfeierlichen Vermählung ...,,,,,,,,,
999228889,Aal,1819,"Allgemeines Commers- und Liederbuch mit Melodien, enthaltend ältere und neue Burschenlieder, Trinklieder, Vaterlandsgesänge, Kriegs- u. Turnlieder",,,,,,,,,
999238167,Aal,1811,"Practische Anleitung zum Branntweinbrennen, Destilliren, zur Thierarzneywissenschaft u. zu mehrern andern Haus- und Wirtschaftskünsten",ein gemeinnütziges Handbuch in 12 Abschnitten,,,,,,,,
999238507,Afl,1823,Meynier,Johann Heinrich,Rinaldo's Reisen durch Deutschland,1,,,,,,
999238531,Afl,1823,Meynier,Johann Heinrich,Rinaldo's Reisen durch Deutschland,2,,,,,,
999238582,Afl,1823,Meynier,Johann Heinrich,Rinaldo's Reisen durch Deutschland,3,,,,,,
999255711,Aal,1768,Johann Peter Millers Anleitung zur Ken[n]tnis der besten Bücher in allen Wissenschaften für Anfänger,,,,,,,,,
999257951,Aal,1822,Rys historyi polskiey od wzniesienia sie̜ Monarchii aź do ostatniego upadku i rozbiorukraiu z pe̜cia̜ mappami przez Jozefa Miklaszewskiego,,,,,,,,,
999322141,Afl,1819,Möser,Justus,Justus Mösers... osnabrückische Geschichte,1.,,,,,,
999322168,Afl,1819,Möser,Justus,Justus Mösers... osnabrückische Geschichte,2.,,,,,,
999322249,Afl,1824,Möser,Justus,Justus Mösers... osnabrückische Geschichte,3.,/Hrsg. aus d. Verf. hs. Nachlasse,,,,,
999352539,Aal,1827,Die @Schule der Frauen,Lustspiele in 5 Aufzügen,,,,,,,,
999353780,Aal,1821,Tartüf,ein Lustspiel in 5 Aufzügen,,,,,,,,
999418513,Afl,1762,Mosheim,Johann Lorenz,Erklärung des 1. [2.] Briefes des heiligen Apostels Pauli an die Gemeinde zu Corinthus ...,1.,,,,,,
999418521,Afl,1762,Mosheim,Johann Lorenz,Erklärung des 1. [2.] Briefes des heiligen Apostels Pauli an die Gemeinde zu Corinthus ...,2,,,,,,
99945305X,Aal,1830,Titus,Clavier-Auszug mit ital. u. dt. Texte,,,,,,,,
999455052,Afl,1824,,,Ernst und Scherz oder Karl Friedrich Müllers Gedichte,1,,,,,,
999455087,Afl,1824,,,Ernst und Scherz oder Karl Friedrich Müllers Gedichte,2,,,,,,
999470140,Afl,1828,Müllner,Adolph,[Adolf] Müllner's dramatische Werke,1.,Der neuen und zwanzigste Februar,,,,,
999470183,Afl,1828,Müllner,Adolph,[Adolf] Müllner's dramatische Werke,2.,Die Schuld,,,,,
999470280,Afl,1828,Müllner,Adolph,[Adolf] Müllner's dramatische Werke,3.,König Yngurd,,,,,
999470345,Afl,1828,Müllner,Adolph,[Adolf] Müllner's dramatische Werke,4.,Die Albaneserin,,,,,
999470752,Afl,1828,Müllner,Adolph,[Adolf] Müllner's dramatische Werke,8.,"Ein Supplementband für Schriftsteller, Buchhändler und Rechtsgelehrte",,,,,
999471015,Aal,1816,Die @Schuld,Trauerspiel in 4 Akten,,,,,,,,
999471104,Aal,1817,Die @Schuld,Trauerspiel in 4 Akten,,,,,,,,
999472100,Aal,1817,König Yngurd,Trauerspiel in fünf Akten ; mit zwei Kupfern,,,,,,,,
999473212,Afl,1826,,,Pantheon der Geschichte des Teutschen Volkes,1,,,,,,
999473255,Afl,1826,,,Pantheon der Geschichte des Teutschen Volkes,2,,,,,,
999495372,Aal,1828,"Spiel, Scherz und Ernst für kleine Kinder vom vierten bis zum sechsten Jahre, nebst Abc und Leseübungen ; Aeltern, Kinderfrauen u. Erziehern empfohlen ... ; mit [5 statt] 29 illum. Abb.",,,,,,,,,
999496786,Aal,1825,Bitte! Bitte! liebe Mutter! lieber Vater! guter Onkel! beste Tante! schenke mir dies allerliebste Buch mit d. schönen ausgemalten Kupfern u. d. vielen hübschen Erzählgn,ein verb. ABC- u. Lesebuch nach Pestalozziʹs u. Stephaniʹs Lehrmethode,,,,,,,,
999505335,Afl,1823,Murray,Lindley,"L' @ésprit des moralistes français, ou recueil des plus beaux morceaux de littérature française ...",1.,,,,,,
999505432,Afl,1823,Murray,Lindley,"L' @ésprit des moralistes français, ou recueil des plus beaux morceaux de littérature française ...",2.,,,,,,
999530437,Afl,1818,Mylius,Christian Friedrich,Malerische Fußreise durch das südliche Frankreich und einem Theil von Ober-Italien,Bd. 1,,,,,,
999530437,Afl,1818,Mylius,Christian Friedrich,Malerische Fußreise durch das südliche Frankreich und einem Theil von Ober-Italien,Abt. 1/2,,,,,,
999530534,Afl,1818,Mylius,Christian Friedrich,Malerische Fußreise durch das südliche Frankreich und einem Theil von Ober-Italien,Bd. 2,,,,,,
999530534,Afl,1818,Mylius,Christian Friedrich,Malerische Fußreise durch das südliche Frankreich und einem Theil von Ober-Italien,Abt. 1/2,,,,,,
999530658,Afl,1819,Mylius,Christian Friedrich,Malerische Fußreise durch das südliche Frankreich und einem Theil von Ober-Italien,Bd. 3,,,,,,
999530658,Afl,1819,Mylius,Christian Friedrich,Malerische Fußreise durch das südliche Frankreich und einem Theil von Ober-Italien,Abt. 1/2,,,,,,
999530720,Afl,1819,Mylius,Christian Friedrich,Malerische Fußreise durch das südliche Frankreich und einem Theil von Ober-Italien,Bd. 4,,,,,,
999530720,Afl,1819,Mylius,Christian Friedrich,Malerische Fußreise durch das südliche Frankreich und einem Theil von Ober-Italien,Abt. 1/2,,,,,,
999543423,Afl,1818,Mylius,Christian Friedrich,Malerische Fußreise durch das südliche Frankreich und einem Theil von Ober-Italien,,Tafelband,,,,,
999605690,Afl,1828,Müllner,Adolph,[Adolf] Müllner's dramatische Werke,5.,"Der angolische Kater, oder die Königin von Golkonde; Die Zurückkunft aus Surinam; Die Vertrauten",,,,,
999606034,Afl,1828,Müllner,Adolph,[Adolf] Müllner's dramatische Werke,6.,Die Zweiflerin; Die großen Kinder,,,,,
999606107,Afl,1828,Müllner,Adolph,[Adolf] Müllner's dramatische Werke,7.,Der Wahn; Der Blitz; Die Onkelei oder das französ. Lustspiel,,,,,
999637789,Afl,1820,Niemeyer,August Hermann,Beobachtungen auf einer Deportationsreise nach Franckreich im Jahr 1807,1,,,,,,
999637797,Afl,1821,Niemeyer,August Hermann,Beobachtungen auf einer Deportationsreise nach Franckreich im Jahr 1807,2,,,,,,
999637894,Afl,1824,Niemeyer,August Hermann,Beobachtungen auf einer Deportationsreise nach Franckreich im Jahr 1807,"4, 1",,,,,,
999637916,Afl,1826,Niemeyer,August Hermann,Beobachtungen auf einer Deportationsreise nach Franckreich im Jahr 1807,"4, 2",,,,,,
99964145X,Aal,1823,Preces S. Niersis Clajensis Armeniorum Patriarchae viginti quatuor linguis editae,,,,,,,,,
999651129,Afl,1828,Niemann,Johann Friedrich,Taschenbuch der Staats-Arzneiwissenschaft für Ärzte und Wundärzte,2.,,,,,,
999651129,Afl,1828,Niemann,Johann Friedrich,Taschenbuch der Staats-Arzneiwissenschaft für Ärzte und Wundärzte,Abt. 1.,Taschenbuch der Civil-Medicinal-Polizei,,,,,
999668544,Aal,1830,Recherches sur le style,,,,,,,,,
999693328,Afl,1822,,,Novellenschatz des deutschen Volkes,2.,Mit Friedrich von Schillers Bildniß,,,,,
999714198,Aal,1822,Observationes criticae in aliquot loca Plutarchi morall,,,,,,,,,
999778609,Afl,1825,,,Orpheus,Bd. 4,,,,,,
999778609,Afl,1825,,,Orpheus,H. 23,,,,,,
999843192,Aal,1823,"Pangloß und Candide, oder der Weg zum Ruhme in Jedermannshaußen",Mährchen nach Voltaire,,,,,,,,
999906569,Afl,1822,,,Grönländische Processe oder satirische Skizzen,[1],,,,,,
999906585,Afl,1822,,,Grönländische Processe oder satirische Skizzen,2,,,,,,
999956183,Aal,1811,Conchology or the natural history of shells,"containing a new arrangement of the genera and species, illustr. by colored engravings executed from the natural specimens and including the last discoveries",,,,,,,,
999962590,Aal,1821,Christian Peschecks Rechenschüler,,,,,,,,,
999967355,Afl,1827,Goethe,Johann Wolfgang,Goethe's Werke,Bd. 1-2,,,,,,
999968491,Afl,1828,Goethe,Johann Wolfgang,Goethe's Werke,Bd. 3 - 10,,,,,,
99996853X,Afl,1829,Goethe,Johann Wolfgang,Goethe's Werke,Bd. 11 - 15,,,,,,
999968564,Afl,1830,Goethe,Johann Wolfgang,Goethe's Werke,Bd. 16 - 37,,,,,,
999968637,Afl,1830,Goethe,Johann Wolfgang,Goethe's Werke,Bd. 40,,,,,,
999973096,Aal,1815,Di un antico orologio solare recentemente trovato,,,,,,,,,
999994115,Aal,1826,Herrmann und Dorothea,,,,,,,,,
1000001393,Aal,1814,Bardenlied,"Oesterreichs Kriegern am Tage ... der Schlacht von Leipzig, den 18. Oct. 1814, von ihren kranken Cameraden des Wiener k.k. Militär-Haupt-Spitales biederherzig geweiht",,,,,,,,
1000018822,Aal,1813,Don Piedro y la Casa,Mörder der schönen Elmire ; Wahre Geschichte,,,,,,,,
1000087557,Aal,1819,Sappho,Trauerspiel in 5 Aufzügen,,,,,,,,
1000090094,Afl,1811,Poisson,Siméon Denis,Traité de mécanique,1.,,,,,,
1000090221,Aal,1811,Ueber den Umgang mit Kindern,"Erfahrungen, Maximen u. Winke für Aeltern, Erzieher u. Jugendfreunde in d. gebildeten Welt",,,,,,,,
1000090280,Afl,1811,Poisson,Siméon Denis,Traité de mécanique,2.,,,,,,
1000148629,Aal,1827,Segen ihm und ihr!,"Lyr. Festspiel in 1 Aufzuge, aufgeführt am 24. Oct. 1827 auf d. Stadttheater zu Leipzig",,,,,,,,
1000178943,Afl,1810,Gyllenhaal,Leonhard,Insecta svecica,"1, 2",,,,,,
1000179001,Afl,1813,Gyllenhaal,Leonhard,Insecta svecica,"1, 3",,,,,,
1000179079,Afl,1827,Gyllenhaal,Leonhard,Insecta svecica,"1, 4",,,,,,
100019325X,Aal,1824,Psaltir,,,,,,,,,
1000203239,Afl,1813,Ptolemaeus,Claudius,Composition mathématique de Claude Ptolémée,1,,,,,,
1000274640,Afl,1819,Racine,Jean,Oeuvres complètes,1,,,,,,
1000274683,Afl,1819,Racine,Jean,Oeuvres complètes,7,,,,,,
1000277984,Aal,1821,"Karl Wilhelm Ramlers kurzgefaßte Mythologie oder Lehre von den fabelhaften Göttern, Halbgöttern und Helden des Alterthums",in 2 Tln nebst e. Anh. ; mit 14 Kupf.,,,,,,,,
1000290182,Aal,1817,Tyll Eulenspiegel in fünf und funfzig radirten Blättern,,,,,,,,,
100031605X,Aal,1819,Der @aufrichtige Rauch- und Schnupftabacks-Fabrikant.,Sammlung alter u. neuer Erfahrungen zur Fabrizirung d. besten Rauch- u. Schnupftabacks hrsg. für Tabacksfabrikanten u. Tabackshändler v. ein. praktischen Werkmeister,,,,,,,,
1000316785,Aal,1821,"Die @Gefesselten, dramatische Dichtung in 5 Abth. mit e Prolog",,,,,,,,,
1000344339,Aal,1818,[Reformations-Kalender auf das Jahr] 1819,,,,,,,,,
1000344673,Aal,1814,Rede bey der Abendmahlsfeyer der Landwehrmänner am 27. März 1814 in der Garnisonkirche zu Gotha gehalten,,,,,,,,,
1000355543,Afl,1830,Hauff,Wilhelm,Wilhelm Hauff's sämmtliche Schriften,Bd. 1-6,,,,,,
1000379256,Aal,1812,Briefe eines reisenden Nordländers,Geschrieben in den Jahren 1807 bis 1809,,,,,,,,
1000379523,Aal,1813,Reime,"Allen Vaterlands-Freunden und Freundinnen, welche in zehnjähriger Trübsal Glauben und gut Gewissen bewahret haben, insbesondere aber ... der Madame H. geb. B. gewidmet vom Verfasser",,,,,,,,
1000412660,Aal,1822,Sangweisen und Saitenspiel zum Christbaum in M[artin] Luthers Kinderstube,,,,,,,,,
100041793X,Aal,1812,Katholisches Gebethbuch zur Beförderung des wahren Christenthums unter nachdenkenden und gutgesinnten Christen,,,,,,,,,
100044161X,Aal,1821,Le @petit Charbonnier de la Forêt-Noire,"Conte moral à lʹusage des enfans ; suivi de Didier, ou le bonhomme patience, et dʹEdwige et Antoni ou la meilleure des leçons",,,,,,,,
1000457052,Aal,1814,Picturesque Representations of the dress and manners of the Austrians,Ill. in 50 coloured engravings with descriptions,,,,,,,,
1000465438,Afl,1828,Retzsch,Moritz,Gallerie zu [William] Shakespeareʹs dramatischen Werken,1.,Hamlet,,,,,
100046590X,Aal,1824,Sechszehn Umrisse zu Friedrich von Schillerʹs Kampf mit dem Drachen von Moritz Retzschn,mit einigen Andeutgn [von Karl August Böttiger],,,,,,,,
1000471047,Afl,1828,,,Le @fabuliste des enfants,T. 1.,Mit 48 col. Kupfertaf,,,,,
1000488993,Aal,1830,La @Bibbia di Rafaele Sanzio da Urbino,,,,,,,,,
1000521265,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 1.],Zur Philosophie u. Geschichte,,,,,
1000521265,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,1.,Die Vorwelt,,,,,
1000521303,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 1.],Zur Philosophie u. Geschichte,,,,,
1000521303,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,2.,Präludien zur Philosphie d. Geschichte d. Menschheit,,,,,
100052132X,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 1.],Zur Philosophie u. Geschichte,,,,,
100052132X,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,3.,Präludien ...,,,,,
100052132X,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,Abt. 2,,,,,,
1000521389,Afl,1784,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 1.],Zur Philosophie u. Geschichte,,,,,
1000521389,Afl,1784,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,4.,Ideen zur Geschichte d. Menschheit,,,,,
1000521389,Afl,1784,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 1,,,,,,
1000521842,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 1.],Zur Philosophie u. Geschichte,,,,,
1000521842,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,5.,Ideen ...,,,,,
1000521923,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 1.],Zur Philosophie u. Geschichte,,,,,
1000521923,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,6.,Ideen ...,,,,,
1000521923,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 2.,1785,,,,,
1000522032,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 1.],Zur Philosophie u. Geschichte,,,,,
1000522032,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,7.,Ideen ...,,,,,
1000522032,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 3.,1787,,,,,
1000522083,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 1.],Zur Philosophie u. Geschichte,,,,,
1000522083,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,8.,Ideen,,,,,
1000522083,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 4,,,,,,
1000522156,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 1.],Zur Philosophie u. Geschichte,,,,,
1000522156,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,9,Seele u. Gott,,,,,
