idn,bbg,jahr,tit_a,tit_d,tit_Y,stuecktitel_l,stuecktitel_a,f4243,f4256,f4241,f4105_9,f4105_g
579397920,Aal,1817,Die @zwei Brüder,Trauerspiel in 4 Aufz. mit e. Vorsp.,,,,,,,,
932295533,Aff,1815,,,Die @Harfe,1 (1815),,,,,,
932295541,Aff,1815,,,Die @Harfe,2 (1815),,,,,,
932301533,Afl,1829,Dietrich,Ewald Christian Victorin,Der @Wandrer zu den Pyramiden oder der geheimnissvolle Retter vom Hochgerichte,2 (1829),,,,,,
932321968,Af,1827,Heine,Heinrich,Reisebilder,Theil 2,,,,,,
932322077,Aa,1822,Meister Floh,Ein Mährchen in 7 Abentheuern zweier Freunde,,,,,,,,
932322336,Aff,1824,Houwald,Ernst,Buch für Kinder gebildeter Stände,3,Schauspiele und Erzählungen,,,,,
980548055,Aa,1763,Lehrgedichte und Erzählungen,,,,,,,,,
982812140,Aa,1819,"Unterricht zur gründlichen Erlernung des deutschen Kegelspiel und des Brett- oder Damespiel, des Mühlen-Quinze- und Tontinenspiel",,,,,,,,,
985546174,Af,1823,Cottin,Sophie,Oeuvres complètes,T. 1.,Mathilde,,,,,
986303224,Aa,1813,"Vues des Cordilleres, et monumens des peuples indigenes de l'Amerique",,,,,,,,,
98652025X,Aa,1826,"Zur zweiten Secularfeier des hiesigen Königl. Katholischen Gymnasiums und zu dem funfzigjährigen Amtsjubiläum des Professor und Prälaten Gärtner den 9ten October Nachmittag 3 Uhr ladet hierdurch ehrerbietigst und ergebenst ein A. Ender, Direktor",,,,,,,,,
989377474,Af,1827,,,Allgemeine deutsche Real-Encyklopaedie für die gebildeten Staende,Bd. 10.,Schw - Sz,,,,,
989537919,Af,1827,,,Allgemeine deutsche Real-Encyklopaedie für die gebildeten Staende,Bd. 12.,W - Z,,,,,
98953796X,Af,1827,,,Allgemeine deutsche Real-Encyklopaedie für die gebildeten Staende,Bd. 9.,R - Schu,,,,,
989538028,Af,1827,,,Allgemeine deutsche Real-Encyklopaedie für die gebildeten Staende,Bd. 11.,T - V,,,,,
989538087,Af,1827,,,Allgemeine deutsche Real-Encyklopaedie für die gebildeten Staende,Bd. 8.,O - Q,,,,,
989538117,Af,1827,,,Allgemeine deutsche Real-Encyklopaedie für die gebildeten Staende,Bd. 7.,M - N,,,,,
98953815X,Af,1827,,,Allgemeine deutsche Real-Encyklopaedie für die gebildeten Staende,Bd. 2.,Bo - C,,,,,
989538214,Af,1827,,,Allgemeine deutsche Real-Encyklopaedie für die gebildeten Staende,Bd. 1.,A - Bl,,,,,
989538273,Af,1827,,,Allgemeine deutsche Real-Encyklopaedie für die gebildeten Staende,Bd. 4.,F - G,,,,,
989538303,Af,1827,,,Allgemeine deutsche Real-Encyklopaedie für die gebildeten Staende,Bd. 3.,D - E,,,,,
98953832X,Af,1827,,,Allgemeine deutsche Real-Encyklopaedie für die gebildeten Staende,Bd. 6.,K - L,,,,,
989538397,Af,1827,,,Allgemeine deutsche Real-Encyklopaedie für die gebildeten Staende,Bd. 5.,H - Jod,,,,,
991427521,Aa,1825,Die @Nachbarskinder,Erzählungen aus dem Kindesalter für dasselbe,,,,,,,,
991430069,Af,1824,,,Auswahl anmuthiger Fabeln aus den vorzüglichsten Dichtern,Theil 2,,,,,,
993854559,Aal,1830,Histoire de France en tableaux,"Suite de 108 sujets, représentant par ordre chronologique les principaux faites de l'histoire de ce pays depuis Pharmond jusqu'à nos jours",,,,,,,,
993905854,Aal,1825,Neu eingerichtetes Leipziger ABC und Lesebuch für Bürgerschulen als auch zum Privatgebrauche,,,,,,,,,
993905870,Aal,1827,The @Arabian nights' entertainments,consisting of one thousand and one stories ; In 1 vol. Embellished with nearly 150 engravings,,,,,,,,
993908756,Aal,1813,Odes d'Anacreon,,,,,,,,,
993972780,Aal,1818,Orlando furioso di Lodovico Ariosto,,,,,,,,,
993974015,Aal,1817,Die @That,,,,,,,,,
994045190,Aal,1828,Der @Hufbeschlag ohne Zwang,"Eine Abhandlung ... nach rationellen, aus d. Psychologie d. Pferdes geschöpften Grundsätzen  : Mit 6 Steinabdrücken in Folio",,,,,,,,
994046871,Aal,1829,Neunhundertneunundneunzig und noch etliche Almanachs-Lustspiele durch den Würfel,"D.i.: Almanach dramat. Spiele f.d.Jahre 1829 bis 1961 ; ein Noth- u. Hülfs-Büchlein f.alle stehenden ... Bühnen, sowie f.alle Liebhabertheater u. Theaterliebhaber Deutschlands",,,,,,,,
994052391,Aal,1821,Virgo androphoras cum sponso Eginardo in conspectum prodit ductore Car[olo] Poppone Froebel,,,,,,,,,
994052928,Afl,1820,Barthélemy,Jean Jacques,"Petit Anacharsis, ou voyage du jeune Anacharsis en Grèce",1,,,,,,
994052952,Afl,1820,Barthélemy,Jean Jacques,"Petit Anacharsis, ou voyage du jeune Anacharsis en Grèce",2,,,,,,
994095244,Aal,1823,"The @Minstrel, or the progress of genius and other poems by James Beattie",,,,,,,,,
994121008,Aal,1820,"Etwas über Bell's und Lancaster's Lehrmethode, nach welcher ein einziger Lehrer tausend Schüler unterrichtet",,,,,,,,,
994146973,Aal,1814,Betrachtungen über die Wiederherstellung des politischen Gleichgewichts in Europa,,,,,,,,,
994159188,Aal,1827,Die @Kunst sich in unseren Tagen durch die Welt zu helfen,,,,,,,,,
994162286,Afl,1810,Bertin,Théodore Pierre,"La @Science en miniature où collection des arts et métiers utilies, mise à la portée de la jeunesse; ouvr. imité de l'Anglaise sur la 3. éd., et enrichi de 24 grav. en taille-douce, ainsi que de la description de différens proc. nouv. suivis en Angleterre",1,,,,,,
